COUNTRY_NAME_AR,MISSION_NAME_AR,STATION_NAME,STATION_ADDRESS,ROOM_SEQ,STATION_ROOM
دولة الإمارات العربية المتحدة,"سفارة لبنان لدى دولة الإمارات العربية المتحدة, ابو ظبي",السفارة اللبنانية في أبو ظبي,مبنى السفارة اللبنانية في أبو ظبي- شارع رشيد بن سعيد المكتوم - منطقة السفارات-صندوق بريد 4023,15,السفارة اللبنانية في أبو ظبي - غرفة رقم 15
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",النادي اللبناني في دالوا,Rue Principale- daloa - مبنى النادي اللبناني,17,النادي اللبناني في دالوا
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,50,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 15
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",القنصلية العامة في لندن,"15 Palace Garden Mews, London, W8 4RB - مبنى القنصلية العام",11,القنصلية العامة في لندن - غرفة رقم 7
دولة الكويت,"سفارة لبنان لدى دولة الكويت, الكويت",السفارة اللبنانية في الكويت,مبنى السفارة اللبنانية في الكويت - الدعية - منطقة السفارات - قطعة 5 - شارع اليمن - مبنى رقم 6,4,السفارة اللبنانية في الكويت - غرفة رقم 4
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,42,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 7
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المدرسة اللبنانية في كوت ديفوار,Rue du Docteur Calmette - Zone 4- Abidjan - مبنى المدرسة اللبنانية في كوت ديفوار,12,المدرسة اللبنانية في كوت ديفوار - غرفة رقم 2
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",51,Centre Melkite de Montréal - غرفة رقم 16
دولة الإمارات العربية المتحدة,"قنصلية لبنان العامة في دولة الإمارات العربية المتحدة, دبي",مركز انتخابي 1 - قنصلية لبنان العامة في دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,18,مركز انتخابي 1 - قنصلية لبنان العامة في دبي - غرفة رقم 3
المكسيك,"سفارة لبنان لدى المكسيك, مكسيكو",السفارة اللبناينة في المكسيك,"Edificio Embajada del Libano, JULIO VERNE N. 8, COL POLANCO, MIGUEL HIDALGO C.P. 11560, CDMX",2,السفارة اللبناينة في المكسيك - غرفة رقم 2
دولة الإمارات العربية المتحدة,"سفارة لبنان لدى دولة الإمارات العربية المتحدة, ابو ظبي",السفارة اللبنانية في أبو ظبي,مبنى السفارة اللبنانية في أبو ظبي- شارع رشيد بن سعيد المكتوم - منطقة السفارات-صندوق بريد 4023,8,السفارة اللبنانية في أبو ظبي - غرفة رقم 8
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",دير ومدرسة مار شربل,142 Highclere Ave. Punchbowl NSW 2196,7,دير ومدرسة مار شربل - غرفة رقم 1
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",St. Charbel Church Oregon,"1804 S. East 16th Avenue., Portland, Or 97214",49,St. Charbel Church Oregon
المملكة العربية السعودية,"قنصلية لبنان العامة في المملكة العربية السعودية, جدة",القنصلية العامة في جدة,3767 مبنى القنصلية العامة في جدة- شارع إبراهيم العنقري- حي المحمدية- جدة 23617,26,القنصلية العامة في جدة - غرفة رقم 6
دولة الإمارات العربية المتحدة,"سفارة لبنان لدى دولة الإمارات العربية المتحدة, ابو ظبي",السفارة اللبنانية في أبو ظبي,مبنى السفارة اللبنانية في أبو ظبي- شارع رشيد بن سعيد المكتوم - منطقة السفارات-صندوق بريد 4023,4,السفارة اللبنانية في أبو ظبي - غرفة رقم 4
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",Pashalian Hall,"221 East 27th street, New York, NY 10016",56,Pashalian Hall - غرفة رقم 5
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",دير ومدرسة مار شربل,142 Highclere Ave. Punchbowl NSW 2196,11,دير ومدرسة مار شربل - غرفة رقم 5
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كنيسة مار نقولا,8 Henry Street Punchbowl NSW 2196,23,كنيسة مار نقولا - غرفة رقم 3
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",St. Sharbel Maronite Catholic Church,"7 Reeve Street, Somerset NJ 08873",62,St. Sharbel Maronite Catholic Church - غرفة رقم 3
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,36,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 1
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مبنى المعهد الشرعي,"71-75 Wangee Road, Lakemba NSW 2195",29,مبنى المعهد الشرعي - غرفة رقم 5
المملكة العربية السعودية,"سفارة لبنان لدى المملكة العربية السعودية, الرياض",السفارة اللبنانية في الرياض,مبنى السفارة اللبنانية في الرياض-  حي السفارات - شارع ابي بكر الكرخى,1,السفارة اللبنانية في الرياض - غرفة رقم 1
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",57,LEcole armenienne Sourp Hagop - غرفة رقم 2
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,52,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 17
مملكة بلجيكا,"سفارة لبنان لدى مملكة بلجيكا, بروكسل",Ecole Communale de Saint Job,"Rue Jean Benaets 74, 1180 Uccle, Bruxelles",1,Ecole Communale de Saint Job - غرفة رقم 1
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Elias Cathedral,"700 Ridgewood Av., Ottawa, ON, K1V 6N1",33,St. Elias Cathedral - غرفة رقم 4
مملكة السويد,"سفارة لبنان لدى مملكة السويد, ستوكهولم",AFAMIA FESTLOKAL,"Storas Industrigata 1, 424 69 Angered,Gothenburg, Sweden",1,AFAMIA FESTLOKAL - غرفة رقم 1
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",Pashalian Hall,"221 East 27th street, New York, NY 10016",55,Pashalian Hall - غرفة رقم 4
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Embassy of Lebanon,"Embassy Residence- 2841 McGill Terrace NW, Washington, DC, 20008",3,Embassy of Lebanon - غرفة رقم 2
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",The Cedars Center,"65 Rockwood Street, Jamaica Plain, MA 02130",67,The Cedars Center - غرفة رقم 5
جمهورية بولندا,"سفارة لبنان لدى جمهورية بولندا, فرصوفيا",السفارة اللبنانية  في وارسـو,ul. Staroscinska 1B m. 10; Warsaw 02-516 Poland مبنى السفارة اللبنانية,1,السفارة اللبنانية  في وارسـو
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",61,LEcole armenienne Sourp Hagop - غرفة رقم 6
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",48,Centre Melkite de Montréal - غرفة رقم 13
الإتحاد السويسري,"سفارة لبنان لدى الإتحاد السويسري, برن",Ferme Sarasin,"Chemin Edouard-Sarasin 47, 1218 Le Grand-Saconnex",1,Ferme Sarasin - غرفة رقم 1
دولة الإمارات العربية المتحدة,"سفارة لبنان لدى دولة الإمارات العربية المتحدة, ابو ظبي",السفارة اللبنانية في أبو ظبي,مبنى السفارة اللبنانية في أبو ظبي- شارع رشيد بن سعيد المكتوم - منطقة السفارات-صندوق بريد 4023,13,السفارة اللبنانية في أبو ظبي - غرفة رقم 13
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كلية السلامة,40 Hector Street Chester Hill NSW 2162,16,كلية السلامة - غرفة رقم 4
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",The Cedars Center,"65 Rockwood Street, Jamaica Plain, MA 02130",66,The Cedars Center - غرفة رقم 4
المملكة المغربية,"سفارة لبنان لدى المملكة المغربية, الرباط",السفارة اللبنانية في مملكة المغرب,قطاع 15 بلوك م رقم 15 شارع عبد الرحيم بوعبيد حي الرياض الرباط,1,السفارة اللبنانية في مملكة المغرب
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",Saint Joseph Maronite Catholic Church,"3870 Castleman St., Riverside, Ca 92503",47,Saint Joseph Maronite Catholic Church
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مجمع الامام موسى الصدر,318 Princes Highway Banksia NSW 2216,31,مجمع الامام موسى الصدر - غرفة رقم 2
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مجمع الامام موسى الصدر,318 Princes Highway Banksia NSW 2216,32,مجمع الامام موسى الصدر - غرفة رقم 3
الإكوادور,"سفارة لبنان لدى جمهورية الاكوادور, كيتو",السفارة اللبناية في الإكوادور,Isabel la catolica N24-430 y Luis Cordero. Edificio RFS centro de negocios 5to piso,1,السفارة اللبناية في الإكوادور
كندا,"سفارة لبنان لدى كندا, اوتاوا",Armenian Community Center,"45 Hallcrown Pl, Toronto, ON, M2J 4Y4",10,Armenian Community Center - غرفة رقم 10
كندا,"سفارة لبنان لدى كندا, اوتاوا",Mother Theresa Syro Malabar Church,"3311 49 Street SW, Calgary, AB, T3E 6M6",20,Mother Theresa Syro Malabar Church - غرفة رقم 2
الجمهورية الإيطالية,"سفارة لبنان لدى الجمهورية الإيطالية, روما",السفارة اللبنانية في روما,"Embassy of Lebanon- Via glacomo carissimi,38 Roma 00198 Italia",2,السفارة اللبنانية في روما - غرفة رقم 2
الكونغو,"سفارة لبنان لدى جمهورية الكونغو الديمقراطية, كنشاسا",القنصلية الفخرية في بوانت نوار,"Consulat du Liban Pointe Noire, Av. Nelson Mandela, Socoprise (00242065709696 - 00242069888882)",1,القنصلية الفخرية في بوانت نوار
الجمهورية الفدرالية البرازيلية,"قنصلية لبنان العامة لدى الجمهورية الفدرالية البرازيلية, ساو باولو",مدرسة رودريغو ألفيس,مدرسة رودريغو ألفيس- جادة باوليستا 227 - ساوباولو,5,مدرسة رودريغو ألفيس - غرفة رقم 1
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",فندق Sophia - سان بيدرو,"Boulevard Houphouet Boigny, San pedro - فندق Sophia",18,فندق Sophia - سان بيدرو
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",St. Sharbel Maronite Catholic Church,"7 Reeve Street, Somerset NJ 08873",61,St. Sharbel Maronite Catholic Church - غرفة رقم 2
مملكة السويد,"سفارة لبنان لدى مملكة السويد, ستوكهولم",AFAMIA FESTLOKAL,"Storas Industrigata 1, 424 69 Angered,Gothenburg, Sweden",3,AFAMIA FESTLOKAL - غرفة رقم 3
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",73,LEcole armenienne Sourp Hagop - غرفة رقم 18
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كلية السلامة,40 Hector Street Chester Hill NSW 2162,18,كلية السلامة - غرفة رقم 6
المكسيك,"سفارة لبنان لدى المكسيك, مكسيكو",السفارة اللبناينة في المكسيك,"Edificio Embajada del Libano, JULIO VERNE N. 8, COL POLANCO, MIGUEL HIDALGO C.P. 11560, CDMX",1,السفارة اللبناينة في المكسيك - غرفة رقم 1
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,49,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 14
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",معهد العائلة المقدسة,"23-25 Alice Street, Harris Park NSW 2150",49,معهد العائلة المقدسة - غرفة رقم 6
كندا,"سفارة لبنان لدى كندا, اوتاوا",Cedar Event Center (Our Lady of Lebanon Church),"111 Clayton Park Dr., Halifax, NS, B3M 1M3",14,Cedar Event Center (Our Lady of Lebanon Church) - غرفة رقم 1
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",The Cedars Center,"65 Rockwood Street, Jamaica Plain, MA 02130",63,The Cedars Center - غرفة رقم 1
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مبنى المعهد الشرعي,"71-75 Wangee Road, Lakemba NSW 2195",28,مبنى المعهد الشرعي - غرفة رقم 4
مملكة بلجيكا,"سفارة لبنان لدى مملكة بلجيكا, بروكسل",Ecole Communale de Saint Job,"Rue Jean Benaets 74, 1180 Uccle, Bruxelles",4,Ecole Communale de Saint Job - غرفة رقم 4
مملكة هولاندا,"سفارة لبنان لدى مملكة هولاندا, لاهاي",السفارة اللبنانية في مملكة هولندا,"Frederikstraat 2, 2514LK, The Hague",2,السفارة اللبنانية في مملكة هولندا - غرفة رقم 2
بوركينا فاسو,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",القنصلية اللبنانية الفخرية في بوركينا  فاسو,Lebanese Honorary Consulate- ouagadougou Avenue Bassawarga Immeuble Hage Materiaux - 2eme Etage,1,القنصلية اللبنانية الفخرية في بوركينا  فاسو
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Elias Cathedral,"700 Ridgewood Av., Ottawa, ON, K1V 6N1",35,St. Elias Cathedral - غرفة رقم 6
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",52,Centre Melkite de Montréal - غرفة رقم 17
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",The Cedars Center,"65 Rockwood Street, Jamaica Plain, MA 02130",70,The Cedars Center - غرفة رقم 8
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كلية السلامة,40 Hector Street Chester Hill NSW 2162,20,كلية السلامة - غرفة رقم 8
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",43,Centre Melkite de Montréal - غرفة رقم 8
المملكة العربية السعودية,"قنصلية لبنان العامة في المملكة العربية السعودية, جدة",القنصلية العامة في جدة,3767 مبنى القنصلية العامة في جدة- شارع إبراهيم العنقري- حي المحمدية- جدة 23617,21,القنصلية العامة في جدة - غرفة رقم 1
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",The Cedars Center,"65 Rockwood Street, Jamaica Plain, MA 02130",65,The Cedars Center - غرفة رقم 3
استراليا,"قنصلية لبنان العامة في استراليا, ملبورن",مدرسة الراهبات الانطونيات Antonine College,"130 harding Street Coburg, VIC 3058",59,مدرسة الراهبات الانطونيات Antonine College - غرفة رقم 8
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مبنى المعهد الشرعي,"71-75 Wangee Road, Lakemba NSW 2195",26,مبنى المعهد الشرعي - غرفة رقم 2
كندا,"سفارة لبنان لدى كندا, اوتاوا",Armenian Community Center,"45 Hallcrown Pl, Toronto, ON, M2J 4Y4",9,Armenian Community Center - غرفة رقم 9
جمهورية غينيا,"سفارة لبنان لدى جمهورية غينيا, كوناكري",السفارة اللبنانية في غينيا,"Rue de commerce, Imm PZ, C/ Kaloum - مبنى السفارة اللبنانية في غينيا",1,السفارة اللبنانية في غينيا
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",القنصلية العامة في لندن,"15 Palace Garden Mews, London, W8 4RB - مبنى القنصلية العام",12,القنصلية العامة في لندن - غرفة رقم 8
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Charbel Parish,"245 Donald St., Ottawa, ON, K1K 1N1",24,St. Charbel Parish - غرفة رقم 1
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المؤسسة اللبنانية للتعليم,Avenue Christiani- Treichville- Abidjan - مبنى المؤسسة اللبنانية للتعليم,6,المؤسسة اللبنانية للتعليم - غرفة رقم 3
المملكة الأردنية الهاشمية,"سفارة لبنان لدى المملكة الأردنية الهاشمية, عمان",السفارة اللبنانية في الأردن,مبنى السفارة اللبنانية في الأردن- عبدون - شارع محمد علي بدير - بناية رقم 17,2,السفارة اللبنانية في الأردن - غرفة رقم 2
الجمهورية العربية السورية,"سفارة لبنان لدى الجمهورية العربية السورية, دمشق",السفارة اللبنانية في دمشق,مبنى السفارة اللبنانية في دمشق- منطقة المزة -فيلات غربية-شارع الخساء- طابق أرضي.,2,السفارة اللبنانية في دمشق - غرفة رقم 2
كندا,"سفارة لبنان لدى كندا, اوتاوا",Armenian Community Center,"45 Hallcrown Pl, Toronto, ON, M2J 4Y4",4,Armenian Community Center - غرفة رقم 4
كندا,"سفارة لبنان لدى كندا, اوتاوا",Lebanese Association of Fredericton (Saint Charbel Church),"299 Argyle St., Fredericton, NB, E3B 1T8",18,Lebanese Association of Fredericton (Saint Charbel Church)
جمهورية الكونغو الديمقراطية,"سفارة لبنان لدى جمهورية الكونغو الديمقراطية, كنشاسا",النادي الثقافي اللبناني في لوبومباشي,"Lubumbashi, Av. Asosa 226 quartier industriel commune de Kampemba (00243819914000)",1,النادي الثقافي اللبناني في لوبومباشي
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Charbel Parish,"245 Donald St., Ottawa, ON, K1K 1N1",28,St. Charbel Parish - غرفة رقم 5
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Charbel Parish,"245 Donald St., Ottawa, ON, K1K 1N1",29,St. Charbel Parish - غرفة رقم 6
المملكة الأردنية الهاشمية,"سفارة لبنان لدى المملكة الأردنية الهاشمية, عمان",السفارة اللبنانية في الأردن,مبنى السفارة اللبنانية في الأردن- عبدون - شارع محمد علي بدير - بناية رقم 17,1,السفارة اللبنانية في الأردن - غرفة رقم 1
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,37,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 2
كندا,"سفارة لبنان لدى كندا, اوتاوا",Canadian Druze Center,"14304 134 Ave NW, Edmonton, AB, T5L 5V8",12,Canadian Druze Center - غرفة رقم 1
كندا,"سفارة لبنان لدى كندا, اوتاوا",St Charbel Antonin Maronite Catholic Church,"5700 Outer Dr., Windsor, ON, N9A 6J3",21,St Charbel Antonin Maronite Catholic Church - غرفة رقم 1
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كنيسة مار نقولا,8 Henry Street Punchbowl NSW 2196,21,كنيسة مار نقولا - غرفة رقم 1
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",St George Maronite Catholic Church,"St George Maronite Catholic Church6070 Babcock Rd, San Antonio, TX 78240",20,St George Maronite Catholic Church
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",Our Lady of Lourdes and Saint Vincent de Paul Church Hall,"Our Lady of Lourdes and Saint Vincent de Paul Church Hall337 Harrow Rd, Maida Hill, London, W9 3RB",1,Our Lady of Lourdes and Saint Vincent de Paul Church Hall - غرفة رقم 1
الجمهورية الفدرالية البرازيلية,"قنصلية لبنان العامة لدى الجمهورية الفدرالية البرازيلية, ساو باولو",مدرسة رودريغو ألفيس,مدرسة رودريغو ألفيس- جادة باوليستا 227 - ساوباولو,7,مدرسة رودريغو ألفيس - غرفة رقم 3
جمهورية نيجيريا الإتحادية,"سفارة لبنان لدى جمهورية نيجيريا الإتحادية, ابوجا",المدرسة اللبنانية في بورت هاركورت,"LEBANESE INTERNATIONAL SCHOOL, ARETA ESTATE  N° 128 ABA ROAD, FLAT 15 B, PORT HARCOURT, NIGERIA",4,المدرسة اللبنانية في بورت هاركورت
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كنيسة مار نقولا,8 Henry Street Punchbowl NSW 2196,22,كنيسة مار نقولا - غرفة رقم 2
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, ديترويت",Bint Jbeil Cultural Center,Bint Jebail Cultural Center 14201 Prospect St Derborn Mi 48123 Ph:313 584-0011,21,Bint Jbeil Cultural Center - غرفة رقم 1
المكسيك,"سفارة لبنان لدى المكسيك, مكسيكو",القنصلية اللبنانية الفخرية - غوادالاخارا,"AVENIDA EL CAMPANARIO N.2612, COL EL CAMPANARIO ZAPOPAN, JALISCO - MEXICO CP 45234",3,القنصلية اللبنانية الفخرية - غوادالاخارا
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المؤسسة اللبنانية للتعليم,Avenue Christiani- Treichville- Abidjan - مبنى المؤسسة اللبنانية للتعليم,10,المؤسسة اللبنانية للتعليم - غرفة رقم 7
استراليا,"سفارة لبنان لدى استراليا, كانبيرا",السفارة اللبنانية في كانبيرا,"4/26 Dalman Crescent, O'Malley, ACT 2606",2,السفارة اللبنانية في كانبيرا
